epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,170.784,0.76916,0.6495,1.25803,0.87041,0.89658,0.88481,0.4888,1.58612,1.00162,2.64645,0.00136499,0.00136499,0.00136499
185,171.677,0.74702,0.65023,1.2614,0.85093,0.88744,0.90714,0.53249,1.59622,0.97314,2.64886,0.00136334,0.00136334,0.00136334
186,172.591,0.77366,0.60599,1.28333,0.75793,0.875,0.85786,0.48157,1.68069,1.17217,2.78187,0.00136169,0.00136169,0.00136169
187,173.49,0.76508,0.60592,1.26536,0.83261,0.7977,0.81379,0.41971,1.76421,1.21203,2.89797,0.00136004,0.00136004,0.00136004
188,174.403,0.79755,0.72193,1.30267,0.80313,0.875,0.8485,0.47551,1.62565,1.12936,2.71563,0.00135839,0.00135839,0.00135839
189,175.314,0.6982,0.57885,1.23821,0.85837,0.87177,0.90318,0.48695,1.58721,0.93276,2.64371,0.00135674,0.00135674,0.00135674
190,176.461,0.77464,0.67329,1.29126,0.83118,0.83482,0.85902,0.47087,1.61982,1.03749,2.56558,0.00135509,0.00135509,0.00135509
191,177.364,0.89021,0.79798,1.36834,0.80106,0.8883,0.8718,0.44787,1.61252,1.07605,2.55101,0.00135344,0.00135344,0.00135344
192,178.268,0.72176,0.71669,1.24345,0.84659,0.75852,0.83283,0.43381,1.65603,1.18019,2.57028,0.00135179,0.00135179,0.00135179
193,179.169,0.76466,0.66994,1.27002,0.75282,0.8011,0.81253,0.39875,1.78271,1.17506,2.79968,0.00135014,0.00135014,0.00135014
194,180.057,0.77004,0.64834,1.26765,0.74589,0.75434,0.80302,0.35235,1.94529,1.38474,3.03964,0.00134849,0.00134849,0.00134849
195,181.202,0.74649,0.63537,1.27282,0.81958,0.79177,0.86135,0.43043,1.86248,1.30198,2.84609,0.00134684,0.00134684,0.00134684
196,182.094,0.79499,0.62107,1.30824,0.844,0.83532,0.89231,0.4432,1.84791,1.1313,2.77589,0.00134519,0.00134519,0.00134519
197,182.995,0.74118,0.59442,1.26624,0.86851,0.8,0.88538,0.43258,1.81523,1.08942,2.81167,0.00134354,0.00134354,0.00134354
198,183.899,0.78376,0.64709,1.25514,0.7587,0.85,0.85976,0.46837,1.59936,1.13302,2.58043,0.00134188,0.00134188,0.00134188
199,184.808,0.77351,0.63846,1.31541,0.83864,0.82275,0.84116,0.47638,1.58582,1.09776,2.56256,0.00134023,0.00134023,0.00134023
200,185.718,0.7478,0.58536,1.25911,0.85466,0.9,0.87337,0.4547,1.63545,1.22713,2.61971,0.00133858,0.00133858,0.00133858
201,186.857,0.77032,0.6654,1.24103,0.74203,0.825,0.78847,0.37497,1.856,1.4028,2.84846,0.00133693,0.00133693,0.00133693
202,187.758,0.70071,0.5796,1.23092,0.70588,0.85,0.81352,0.40007,1.79496,1.41398,2.92627,0.00133528,0.00133528,0.00133528
203,188.669,0.74313,0.55047,1.26368,0.80439,0.79652,0.83372,0.42892,1.81147,1.30912,3.17243,0.00133363,0.00133363,0.00133363
204,189.566,0.80657,0.65429,1.29243,0.84636,0.81642,0.88289,0.43572,1.79543,1.10032,2.94484,0.00133198,0.00133198,0.00133198
205,190.469,0.75413,0.58333,1.30962,0.75878,0.9,0.87535,0.4316,1.749,1.00776,2.90123,0.00133033,0.00133033,0.00133033
206,191.625,0.72811,0.66251,1.20348,0.81189,0.7569,0.83038,0.41603,1.77433,1.04957,3.06985,0.00132868,0.00132868,0.00132868
207,192.518,0.72088,0.59154,1.2529,0.77877,0.78748,0.77771,0.40623,1.80484,1.05754,3.08186,0.00132703,0.00132703,0.00132703
208,193.433,0.69816,0.61166,1.22658,0.88499,0.84108,0.89179,0.47748,1.69362,1.01406,2.74461,0.00132538,0.00132538,0.00132538
209,194.333,0.70505,0.59378,1.22477,0.83955,0.90579,0.89977,0.48943,1.62049,1.08233,2.67824,0.00132373,0.00132373,0.00132373
210,195.237,0.73337,0.64203,1.23571,0.80472,0.94737,0.90503,0.47957,1.64854,1.04489,2.71728,0.00132208,0.00132208,0.00132208
211,196.143,0.70794,0.54752,1.23704,0.8631,0.85,0.87826,0.46269,1.65957,1.07824,2.76403,0.00132043,0.00132043,0.00132043
212,197.29,0.6539,0.58757,1.20431,0.8674,0.81596,0.87007,0.46044,1.59335,0.97203,2.77062,0.00131878,0.00131878,0.00131878
213,198.191,0.78737,0.58974,1.29128,0.92227,0.825,0.9234,0.47811,1.65975,0.89307,2.71617,0.00131713,0.00131713,0.00131713
214,199.097,0.69916,0.54215,1.26256,0.85503,0.82098,0.847,0.44003,1.72969,1.07086,2.65293,0.00131548,0.00131548,0.00131548
215,200,0.73929,0.62564,1.23816,0.67406,0.775,0.76856,0.37787,1.79883,1.39092,2.73076,0.00131383,0.00131383,0.00131383
216,200.914,0.71272,0.5678,1.22165,0.65987,0.875,0.78643,0.38245,1.75811,1.40818,2.6728,0.00131218,0.00131218,0.00131218
217,202.064,0.68746,0.59592,1.20141,0.82975,0.775,0.81001,0.4019,1.79364,1.40732,2.67996,0.00131053,0.00131053,0.00131053
218,202.951,0.694,0.58015,1.23703,0.84351,0.725,0.82716,0.40201,1.75962,1.42825,2.6715,0.00130888,0.00130888,0.00130888
219,203.851,0.70806,0.57804,1.24597,0.87235,0.7,0.84926,0.44723,1.67702,1.46754,2.53968,0.00130723,0.00130723,0.00130723
220,204.749,0.66084,0.54993,1.20659,0.89383,0.82366,0.91228,0.46833,1.68739,1.10877,2.52834,0.00130558,0.00130558,0.00130558
221,205.664,0.7511,0.62754,1.26329,0.92289,0.925,0.94104,0.48447,1.67925,0.9934,2.69806,0.00130393,0.00130393,0.00130393
222,206.573,0.70384,0.55126,1.27715,0.82563,0.85604,0.82467,0.44389,1.68145,1.14274,2.80289,0.00130228,0.00130228,0.00130228
223,207.718,0.78828,0.6487,1.27788,0.82369,0.87957,0.81706,0.44077,1.74254,1.09567,2.91661,0.00130063,0.00130063,0.00130063
224,208.613,0.69544,0.61456,1.275,0.80549,0.84534,0.8106,0.4235,1.67516,1.14712,2.7844,0.00129898,0.00129898,0.00129898
225,209.508,0.67888,0.522,1.2156,0.85601,0.83196,0.85491,0.43002,1.69851,1.17251,2.81124,0.00129733,0.00129733,0.00129733
226,210.407,0.7088,0.55757,1.26136,0.83595,0.76157,0.83922,0.41761,1.74683,1.26471,2.93166,0.00129568,0.00129568,0.00129568
227,211.308,0.62725,0.5089,1.18942,0.88181,0.86332,0.85126,0.37913,1.90955,1.22957,3.19445,0.00129403,0.00129403,0.00129403
228,212.45,0.70571,0.555,1.22581,0.75477,0.82161,0.78894,0.38587,1.87257,1.21156,3.12425,0.00129238,0.00129238,0.00129238
229,213.335,0.70682,0.54257,1.2135,0.78136,0.88514,0.8334,0.45585,1.67236,1.03416,2.77151,0.00129072,0.00129072,0.00129072
230,214.242,0.68722,0.55984,1.24176,0.82361,0.875,0.88757,0.51189,1.55163,0.98416,2.5728,0.00128907,0.00128907,0.00128907
231,215.143,0.67533,0.57379,1.23829,0.81002,0.88703,0.87053,0.50064,1.61428,0.97897,2.77307,0.00128742,0.00128742,0.00128742
232,216.039,0.72495,0.58135,1.25327,0.83367,0.84792,0.86269,0.50068,1.60717,1.02503,2.7706,0.00128577,0.00128577,0.00128577
233,216.957,0.69776,0.55959,1.23209,0.78811,0.87165,0.83281,0.4646,1.56407,1.02507,2.64613,0.00128412,0.00128412,0.00128412
234,218.099,0.6317,0.52617,1.19317,0.78376,0.875,0.82671,0.48776,1.50892,1.00536,2.49325,0.00128247,0.00128247,0.00128247
235,219.008,0.75706,0.63448,1.26357,0.80392,0.79077,0.80662,0.50385,1.48799,1.06892,2.40519,0.00128082,0.00128082,0.00128082
236,219.911,0.71211,0.58411,1.22796,0.85691,0.84228,0.86706,0.48975,1.58187,1.01104,2.53242,0.00127917,0.00127917,0.00127917
237,220.806,0.56838,0.50568,1.13644,0.71613,0.89875,0.83909,0.42099,1.75428,1.05721,2.70175,0.00127752,0.00127752,0.00127752
238,221.699,0.70186,0.58115,1.19612,0.70895,0.75,0.7055,0.36187,1.81065,1.1994,2.87516,0.00127587,0.00127587,0.00127587
239,222.848,0.75207,0.59571,1.25218,0.84352,0.80628,0.83234,0.43036,1.61839,1.09093,2.7449,0.00127422,0.00127422,0.00127422
240,223.742,0.70567,0.576,1.2504,0.8803,0.82315,0.8627,0.47491,1.5946,1.00044,2.7249,0.00127257,0.00127257,0.00127257
241,224.641,0.63235,0.56401,1.19576,0.83544,0.86929,0.8396,0.46773,1.60757,1.13667,2.68874,0.00127092,0.00127092,0.00127092
242,225.55,0.71207,0.55002,1.23553,0.88664,0.8922,0.87838,0.50552,1.5475,1.03716,2.58612,0.00126927,0.00126927,0.00126927
243,226.453,0.66125,0.50542,1.18584,0.83483,0.875,0.87312,0.49596,1.53023,1.08286,2.63102,0.00126762,0.00126762,0.00126762
244,227.364,0.61916,0.49721,1.19739,0.81675,0.85695,0.86985,0.50068,1.61286,1.03548,2.76455,0.00126597,0.00126597,0.00126597
245,228.514,0.69049,0.56507,1.22957,0.82974,0.89134,0.87713,0.49483,1.6643,0.94389,2.81948,0.00126432,0.00126432,0.00126432
246,229.419,0.68423,0.6137,1.19864,0.81399,0.85916,0.86954,0.49423,1.61834,1.03321,2.67735,0.00126267,0.00126267,0.00126267
247,230.336,0.65244,0.52504,1.24506,0.80723,0.85,0.84928,0.51912,1.57081,1.0489,2.54934,0.00126102,0.00126102,0.00126102
248,231.246,0.69513,0.64193,1.24121,0.79641,0.80958,0.79185,0.49659,1.53215,1.07156,2.53325,0.00125937,0.00125937,0.00125937
249,232.153,0.62772,0.52591,1.16778,0.85305,0.775,0.83433,0.47827,1.62446,1.19614,2.67509,0.00125772,0.00125772,0.00125772
250,233.302,0.65775,0.54302,1.18214,0.83335,0.81888,0.8585,0.4607,1.71018,1.35679,2.78788,0.00125607,0.00125607,0.00125607
251,234.194,0.66727,0.54163,1.22305,0.84992,0.78847,0.81418,0.44702,1.62732,1.43881,2.62162,0.00125442,0.00125442,0.00125442
252,235.087,0.65857,0.55856,1.21884,0.79609,0.75,0.80967,0.44327,1.63124,1.56246,2.56971,0.00125277,0.00125277,0.00125277
253,235.986,0.60237,0.50848,1.14656,0.86839,0.73463,0.85413,0.44128,1.59943,1.45138,2.57703,0.00125112,0.00125112,0.00125112
254,236.9,0.65033,0.56931,1.22002,0.87295,0.78957,0.84834,0.47083,1.54749,1.27366,2.59171,0.00124947,0.00124947,0.00124947
255,237.811,0.71189,0.56002,1.2478,0.94411,0.83277,0.93986,0.53578,1.54024,0.94631,2.52896,0.00124782,0.00124782,0.00124782
256,238.984,0.6778,0.52678,1.23508,0.88921,0.85,0.90785,0.4528,1.79543,0.94536,2.77521,0.00124617,0.00124617,0.00124617
257,239.885,0.66326,0.53917,1.21161,0.82968,0.85,0.90577,0.43226,1.83254,1.01038,2.76993,0.00124452,0.00124452,0.00124452
258,240.799,0.7338,0.53404,1.23394,0.82062,0.925,0.92375,0.49646,1.49968,0.8512,2.37259,0.00124287,0.00124287,0.00124287
259,241.706,0.70631,0.77245,1.22631,0.88664,0.825,0.90785,0.53216,1.34898,0.90456,2.21893,0.00124121,0.00124121,0.00124121
260,242.617,0.67461,0.57423,1.22436,0.88793,0.82225,0.86458,0.51396,1.49545,1.10809,2.41576,0.00123956,0.00123956,0.00123956
261,243.767,0.71428,0.62335,1.26652,0.86028,0.84129,0.90514,0.47244,1.64213,1.04566,2.6464,0.00123791,0.00123791,0.00123791
262,244.657,0.6615,0.52284,1.17719,0.90465,0.89377,0.92428,0.51164,1.60255,0.92928,2.57009,0.00123626,0.00123626,0.00123626
263,245.552,0.61596,0.50351,1.15796,0.90342,0.9,0.92719,0.53329,1.59721,0.94436,2.5401,0.00123461,0.00123461,0.00123461
264,246.456,0.65139,0.52062,1.19658,0.84866,0.925,0.93459,0.546,1.55122,0.84462,2.47384,0.00123296,0.00123296,0.00123296
265,247.374,0.6696,0.52139,1.25422,0.84979,0.8843,0.93986,0.54836,1.588,0.77606,2.5695,0.00123131,0.00123131,0.00123131
266,248.3,0.58941,0.52184,1.13092,0.88962,0.85,0.92537,0.50628,1.67194,0.80815,2.75776,0.00122966,0.00122966,0.00122966
267,249.444,0.60973,0.51811,1.15125,0.91611,0.82261,0.90188,0.53084,1.44589,0.90706,2.35639,0.00122801,0.00122801,0.00122801
268,250.344,0.63163,0.55209,1.17189,0.88843,0.82362,0.92748,0.5346,1.47845,0.92863,2.42015,0.00122636,0.00122636,0.00122636
269,251.244,0.66311,0.56916,1.17783,0.76483,0.84043,0.87415,0.49812,1.57556,1.12178,2.58061,0.00122471,0.00122471,0.00122471
270,252.147,0.59661,0.48253,1.18628,0.73896,0.74121,0.85061,0.45976,1.61302,1.11117,2.61248,0.00122306,0.00122306,0.00122306
271,253.057,0.6392,0.52954,1.15456,0.70196,0.65622,0.7444,0.39235,1.70575,1.08174,2.64274,0.00122141,0.00122141,0.00122141
272,254.199,0.72803,0.61214,1.28266,0.81098,0.79318,0.84583,0.47373,1.58483,1.05054,2.52024,0.00121976,0.00121976,0.00121976
273,255.084,0.61827,0.48335,1.18971,0.90498,0.7984,0.87191,0.48398,1.55112,0.99623,2.58222,0.00121811,0.00121811,0.00121811
274,255.984,0.65522,0.56091,1.20008,0.94139,0.8,0.89429,0.49059,1.58363,0.95066,2.67496,0.00121646,0.00121646,0.00121646
275,256.891,0.56877,0.46777,1.18379,0.89168,0.883,0.91762,0.52877,1.56372,0.91335,2.69591,0.00121481,0.00121481,0.00121481
276,257.789,0.60015,0.51323,1.16264,0.8337,0.81631,0.89972,0.51292,1.53511,0.99783,2.64611,0.00121316,0.00121316,0.00121316
277,258.706,0.60969,0.52108,1.13109,0.82334,0.8,0.89866,0.52239,1.54034,0.9777,2.67948,0.00121151,0.00121151,0.00121151
278,259.856,0.68689,0.55539,1.21618,0.90799,0.825,0.92241,0.52125,1.54551,0.93135,2.67551,0.00120986,0.00120986,0.00120986
279,260.756,0.64556,0.5128,1.16622,0.84288,0.87064,0.92267,0.52037,1.59444,0.97408,2.71274,0.00120821,0.00120821,0.00120821
280,261.658,0.61274,0.48625,1.14724,0.93187,0.83118,0.9301,0.51784,1.6159,0.94279,2.73792,0.00120656,0.00120656,0.00120656
281,262.585,0.57833,0.53826,1.12125,0.88957,0.775,0.89014,0.50456,1.6031,0.97378,2.65906,0.00120491,0.00120491,0.00120491
282,263.498,0.62989,0.47034,1.16265,0.89598,0.90397,0.94143,0.51972,1.62741,0.93535,2.62119,0.00120326,0.00120326,0.00120326
283,264.652,0.57534,0.48178,1.13534,0.87608,0.8979,0.93777,0.51802,1.59607,0.99566,2.54264,0.00120161,0.00120161,0.00120161
284,265.541,0.61023,0.50697,1.16572,0.87767,0.87317,0.91999,0.50184,1.65159,1.01738,2.65404,0.00119996,0.00119996,0.00119996
285,266.434,0.61207,0.51615,1.1932,0.87948,0.89172,0.93238,0.52172,1.66781,0.91082,2.76923,0.00119831,0.00119831,0.00119831
286,267.347,0.59137,0.5139,1.11489,0.7521,0.85,0.86142,0.47756,1.69233,0.96158,2.80947,0.00119666,0.00119666,0.00119666
287,268.258,0.64882,0.53722,1.23878,0.85775,0.86951,0.90347,0.49085,1.66578,0.93313,2.7597,0.00119501,0.00119501,0.00119501
288,269.175,0.5619,0.53571,1.11971,0.8628,0.90451,0.93599,0.53186,1.55594,0.89634,2.64765,0.00119336,0.00119336,0.00119336
289,270.326,0.6446,0.49236,1.19424,0.87889,0.89028,0.92332,0.50585,1.59411,0.9037,2.73098,0.0011917,0.0011917,0.0011917
290,271.233,0.64677,0.50908,1.17441,0.81546,0.91614,0.92851,0.50145,1.66267,0.97432,2.76362,0.00119005,0.00119005,0.00119005
291,272.148,0.55326,0.47606,1.14052,0.84664,0.83243,0.91706,0.50321,1.62068,0.96416,2.76376,0.0011884,0.0011884,0.0011884
292,273.067,0.5707,0.45777,1.13898,0.91694,0.84821,0.92756,0.55679,1.58446,0.91584,2.6903,0.00118675,0.00118675,0.00118675
293,273.992,0.5946,0.46589,1.16506,0.88737,0.90826,0.94419,0.53119,1.57208,0.89872,2.64021,0.0011851,0.0011851,0.0011851
294,275.153,0.5827,0.5143,1.17257,0.85836,0.9,0.94461,0.50915,1.57964,0.89612,2.64733,0.00118345,0.00118345,0.00118345
295,276.047,0.59844,0.47544,1.17589,0.87622,0.925,0.95511,0.53538,1.53862,0.9604,2.63304,0.0011818,0.0011818,0.0011818
296,276.946,0.54453,0.47842,1.12801,0.8773,0.92209,0.93886,0.5183,1.53088,0.99442,2.65341,0.00118015,0.00118015,0.00118015
297,277.857,0.57567,0.43398,1.12628,0.80377,0.9,0.9082,0.50625,1.48635,1.08778,2.56183,0.0011785,0.0011785,0.0011785
298,278.767,0.62159,0.51493,1.187,0.79775,0.85,0.85283,0.51367,1.45764,1.16964,2.5211,0.00117685,0.00117685,0.00117685
299,279.684,0.66237,0.57203,1.22449,0.86582,0.825,0.8347,0.47795,1.47375,1.07049,2.57186,0.0011752,0.0011752,0.0011752
300,280.834,0.59972,0.47389,1.17177,0.8681,0.86793,0.84771,0.52328,1.43104,1.06024,2.50201,0.00117355,0.00117355,0.00117355
301,281.732,0.56993,0.48289,1.1577,0.84406,0.86985,0.8616,0.51016,1.50228,1.05595,2.54118,0.0011719,0.0011719,0.0011719
302,282.646,0.60131,0.49671,1.15328,0.84066,0.83461,0.8992,0.48936,1.64843,0.97113,2.73589,0.00117025,0.00117025,0.00117025
303,283.56,0.60616,0.49868,1.15661,0.8265,0.90943,0.91463,0.47153,1.74527,0.97671,2.99038,0.0011686,0.0011686,0.0011686
304,284.472,0.63043,0.47043,1.19593,0.87975,0.875,0.92224,0.51111,1.69799,0.91315,2.95725,0.00116695,0.00116695,0.00116695
305,285.63,0.55986,0.45504,1.13517,0.89756,0.83717,0.91224,0.46148,1.80833,0.95776,2.97342,0.0011653,0.0011653,0.0011653
306,286.524,0.59924,0.4821,1.15183,0.95081,0.81795,0.9224,0.44925,1.76321,1.07094,2.7739,0.00116365,0.00116365,0.00116365
307,287.438,0.58291,0.48656,1.14934,0.92148,0.91998,0.94713,0.49281,1.73239,0.93473,2.793,0.001162,0.001162,0.001162
308,288.351,0.60774,0.45992,1.18353,0.90563,0.91928,0.95732,0.47848,1.81855,0.93119,3.01721,0.00116035,0.00116035,0.00116035
309,289.262,0.58712,0.5182,1.16557,0.91524,0.88902,0.96588,0.4975,1.74891,0.87381,3.0249,0.0011587,0.0011587,0.0011587
310,290.187,0.55865,0.47532,1.12959,0.83906,0.91914,0.94213,0.49808,1.68253,0.90954,2.98062,0.00115705,0.00115705,0.00115705
311,291.336,0.52227,0.42263,1.08288,0.84531,0.92135,0.93777,0.45968,1.92574,0.92338,3.2183,0.0011554,0.0011554,0.0011554
312,292.232,0.60974,0.4591,1.19916,0.88679,0.86849,0.89393,0.44924,1.76846,0.97816,3.09207,0.00115375,0.00115375,0.00115375
313,293.14,0.57411,0.47379,1.12989,0.80397,0.87143,0.86921,0.45601,1.77665,0.95749,3.1238,0.0011521,0.0011521,0.0011521
314,294.058,0.6138,0.51898,1.18484,0.85929,0.83489,0.8867,0.47336,1.72597,1.04345,3.02023,0.00115045,0.00115045,0.00115045
315,294.971,0.61269,0.4704,1.19632,0.94807,0.9,0.91238,0.47607,1.69446,0.91359,2.96889,0.0011488,0.0011488,0.0011488
316,296.124,0.53881,0.46107,1.12494,0.89782,0.9,0.92058,0.48848,1.64227,0.91578,2.8965,0.00114715,0.00114715,0.00114715
317,297.028,0.54727,0.48085,1.12498,0.84002,0.89318,0.91178,0.5057,1.59355,0.9813,2.73026,0.0011455,0.0011455,0.0011455
318,297.94,0.62794,0.50006,1.19595,0.81827,0.82397,0.86566,0.52389,1.51644,1.06485,2.49206,0.00114385,0.00114385,0.00114385
319,298.859,0.54563,0.4475,1.10861,0.76418,0.77391,0.78728,0.44767,1.64377,1.2388,2.65732,0.0011422,0.0011422,0.0011422
320,299.77,0.57713,0.46464,1.15038,0.76275,0.81238,0.80414,0.44013,1.59579,1.16399,2.56708,0.00114054,0.00114054,0.00114054
321,300.701,0.59106,0.45798,1.15252,0.71697,0.85,0.80024,0.44276,1.63703,1.20816,2.79075,0.00113889,0.00113889,0.00113889
322,301.867,0.5518,0.47734,1.16582,0.87657,0.825,0.86717,0.47593,1.59114,1.05696,2.71691,0.00113724,0.00113724,0.00113724
323,302.788,0.56399,0.43843,1.16724,0.82029,0.8575,0.88724,0.48914,1.50325,1.05156,2.64216,0.00113559,0.00113559,0.00113559
324,303.712,0.59166,0.50667,1.15893,0.85947,0.82484,0.89186,0.49403,1.59024,1.04958,2.78575,0.00113394,0.00113394,0.00113394
325,304.632,0.5727,0.48145,1.14408,0.8452,0.83217,0.88372,0.4985,1.53468,1.00416,2.60772,0.00113229,0.00113229,0.00113229
326,305.545,0.59186,0.48104,1.15277,0.78533,0.91783,0.91318,0.55025,1.48065,0.84978,2.52516,0.00113064,0.00113064,0.00113064
327,306.715,0.59534,0.48939,1.23031,0.8657,0.82135,0.89704,0.52544,1.51755,0.90195,2.59803,0.00112899,0.00112899,0.00112899
328,307.612,0.52144,0.43436,1.10681,0.84955,0.85022,0.89291,0.5107,1.60016,0.90918,2.71659,0.00112734,0.00112734,0.00112734
329,308.51,0.57475,0.51148,1.17727,0.86409,0.875,0.92052,0.51987,1.57958,0.90494,2.68909,0.00112569,0.00112569,0.00112569
330,309.424,0.57414,0.45038,1.15315,0.95641,0.80885,0.92367,0.50279,1.57616,0.89503,2.65947,0.00112404,0.00112404,0.00112404
331,310.346,0.51837,0.42904,1.09648,0.92213,0.83965,0.93339,0.5063,1.61183,0.88418,2.71167,0.00112239,0.00112239,0.00112239
332,311.255,0.56655,0.50775,1.15396,0.82114,0.9,0.92632,0.49683,1.62904,0.90311,2.78536,0.00112074,0.00112074,0.00112074
333,312.414,0.55571,0.45306,1.12228,0.82289,0.875,0.89272,0.47107,1.70619,1.06129,2.88891,0.00111909,0.00111909,0.00111909
334,313.316,0.66049,0.49613,1.18828,0.76274,0.83431,0.83487,0.43575,1.75747,1.08876,3.01384,0.00111744,0.00111744,0.00111744
335,314.233,0.57593,0.47952,1.15205,0.77127,0.76867,0.82111,0.3937,1.81143,1.14782,3.03561,0.00111579,0.00111579,0.00111579
336,315.139,0.63498,0.47323,1.14499,0.75753,0.7,0.75646,0.387,1.87188,1.17909,3.13865,0.00111414,0.00111414,0.00111414
337,316.056,0.59429,0.5105,1.15388,0.78878,0.8,0.84173,0.4247,1.82146,1.19004,3.08106,0.00111249,0.00111249,0.00111249
338,317.244,0.51985,0.4471,1.09275,0.87168,0.74251,0.84206,0.41984,1.87132,1.20092,3.11714,0.00111084,0.00111084,0.00111084
339,318.166,0.6382,0.53037,1.23468,0.84515,0.825,0.89761,0.45046,1.78306,0.97503,3.02908,0.00110919,0.00110919,0.00110919
340,319.073,0.60624,0.42481,1.1387,0.81368,0.9,0.92311,0.47564,1.71067,1.08286,2.92062,0.00110754,0.00110754,0.00110754
341,319.977,0.55969,0.46069,1.13505,0.82764,0.97193,0.93097,0.48959,1.7581,0.95971,2.99902,0.00110589,0.00110589,0.00110589
342,320.897,0.59592,0.45231,1.16668,0.88625,0.925,0.90241,0.47504,1.79321,1.0045,3.08826,0.00110424,0.00110424,0.00110424
343,321.808,0.56751,0.46195,1.11165,0.90956,0.925,0.91841,0.46408,1.72374,0.91387,2.94152,0.00110259,0.00110259,0.00110259
344,322.962,0.63091,0.43736,1.20701,0.83448,0.90996,0.92355,0.48868,1.64701,0.95926,2.82131,0.00110094,0.00110094,0.00110094
345,323.874,0.46701,0.41186,1.07774,0.79393,0.84423,0.82564,0.45519,1.60885,0.99125,2.81309,0.00109929,0.00109929,0.00109929
346,324.798,0.58595,0.48892,1.17086,0.85133,0.85,0.87471,0.47792,1.63748,0.94878,2.87575,0.00109764,0.00109764,0.00109764
347,325.712,0.56582,0.44276,1.13242,0.91711,0.89651,0.9343,0.47312,1.67411,0.94536,3.02519,0.00109599,0.00109599,0.00109599
348,326.621,0.5834,0.54741,1.14426,0.92145,0.89115,0.92457,0.4981,1.6794,0.96398,3.14807,0.00109434,0.00109434,0.00109434
349,327.78,0.51265,0.41224,1.14314,0.8979,0.9,0.92301,0.50047,1.68918,0.97478,3.13532,0.00109269,0.00109269,0.00109269
350,328.686,0.55145,0.44314,1.11459,0.86495,0.83834,0.90674,0.47616,1.66823,0.97549,2.91635,0.00109103,0.00109103,0.00109103
351,329.605,0.57246,0.48326,1.1431,0.89933,0.88463,0.9299,0.4704,1.63393,1.00353,2.8145,0.00108938,0.00108938,0.00108938
352,330.538,0.58965,0.49976,1.15906,0.90191,0.91548,0.94573,0.4805,1.63526,1.00836,2.86828,0.00108773,0.00108773,0.00108773
353,331.452,0.57367,0.48208,1.14414,0.96438,0.90307,0.95997,0.49715,1.70403,0.96611,2.97428,0.00108608,0.00108608,0.00108608
354,332.373,0.55426,0.45482,1.1177,0.995,0.89992,0.96679,0.52843,1.63378,0.82543,2.77175,0.00108443,0.00108443,0.00108443
355,333.536,0.58188,0.42851,1.15049,0.92843,0.91148,0.963,0.53376,1.59834,0.81599,2.73471,0.00108278,0.00108278,0.00108278
356,334.45,0.5106,0.42576,1.12894,0.89596,0.925,0.96045,0.50649,1.68556,0.91582,2.95958,0.00108113,0.00108113,0.00108113
357,335.365,0.57519,0.48008,1.11397,0.90157,0.89026,0.93493,0.49168,1.75186,0.95738,3.03873,0.00107948,0.00107948,0.00107948
358,336.286,0.53512,0.45591,1.12606,0.89085,0.88409,0.93129,0.48778,1.76405,0.93444,3.01976,0.00107783,0.00107783,0.00107783
359,337.222,0.52731,0.4637,1.10423,0.89749,0.89625,0.94627,0.49749,1.72795,0.89333,2.96951,0.00107618,0.00107618,0.00107618
360,338.387,0.52978,0.40576,1.09778,0.90572,0.86831,0.93531,0.48765,1.72846,0.92278,2.99853,0.00107453,0.00107453,0.00107453
361,339.294,0.46906,0.39309,1.08686,0.86356,0.9,0.94387,0.53343,1.68205,0.91361,2.89955,0.00107288,0.00107288,0.00107288
362,340.197,0.56068,0.45226,1.13421,0.82773,0.89663,0.91633,0.52827,1.62018,0.91158,2.77709,0.00107123,0.00107123,0.00107123
363,341.106,0.59002,0.43012,1.14198,0.80859,0.92418,0.93842,0.54849,1.64376,0.973,2.72897,0.00106958,0.00106958,0.00106958
364,342.038,0.50406,0.44193,1.12481,0.86729,0.8275,0.92171,0.52038,1.71415,0.97621,2.8381,0.00106793,0.00106793,0.00106793
365,342.95,0.57758,0.43474,1.14896,0.75224,0.86133,0.89569,0.50411,1.63592,1.2419,2.8306,0.00106628,0.00106628,0.00106628
366,344.109,0.58833,0.46356,1.13365,0.80789,0.79518,0.8657,0.49266,1.68474,1.40142,2.94751,0.00106463,0.00106463,0.00106463
367,345.026,0.5883,0.44401,1.14856,0.87471,0.8499,0.90016,0.51391,1.70188,1.1223,2.87427,0.00106298,0.00106298,0.00106298
368,345.939,0.61877,0.47517,1.19751,0.91999,0.87128,0.9142,0.52572,1.61235,0.94298,2.73552,0.00106133,0.00106133,0.00106133
369,346.856,0.58247,0.44448,1.10652,0.87807,0.9,0.92922,0.53146,1.63284,0.85056,2.75928,0.00105968,0.00105968,0.00105968
370,347.779,0.52796,0.44673,1.10546,0.8981,0.9,0.92458,0.49445,1.65749,1.03677,2.80595,0.00105803,0.00105803,0.00105803
371,348.945,0.51825,0.46069,1.11109,0.85403,0.866,0.90165,0.45777,1.72286,1.16067,2.96661,0.00105638,0.00105638,0.00105638
